Der Dieb*tt0750000*Action, Crime
The Play\'s the Thing*tt0751549*Action, Adventure, Comedy
The Price*tt0751550*Action, Adventure, Comedy
The Prodigal*tt0751551*Action, Adventure, Comedy
The Quest*tt0751552*Action, Adventure, Comedy
The Quill Is Mightier...*tt0751553*Action, Adventure, Comedy
The Reckoning*tt0751554*Action, Adventure, Comedy
The Rheingold*tt0751555*Action, Adventure, Comedy
The Ring*tt0751556*Action, Adventure, Comedy
The Royal Couple of Thieves*tt0751557*Action, Adventure, Comedy, Drama, Fantasy, Romance
The Titans*tt0751558*Action, Adventure, Comedy
The Way*tt0751559*Action, Adventure, Comedy
The Xena Scrolls*tt0751560*Action, Adventure, Comedy
Them Bones, Them Bones*tt0751561*Action, Adventure, Drama
Ties That Bind*tt0751562*Action, Adventure, Comedy
To Helicon and Back*tt0751563*Action, Adventure, Comedy
Tsunami*tt0751564*Action, Adventure, Comedy, Drama, Fantasy, Romance
Ulysses*tt0751565*Action, Adventure, Comedy
Vanishing Act*tt0751566*Action, Adventure, Comedy, Drama, Fantasy, Romance
Warrior... Priestess... Tramp*tt0751567*Action, Adventure, Comedy
Warrior... Princess*tt0751568*Action, Adventure, Comedy, Drama, Fantasy
Warrior... Princess... Tramp*tt0751569*Action, Adventure, Drama
When Fates Collide*tt0751570*Action, Adventure, Comedy
When in Rome...*tt0751571*Action, Adventure, Comedy
Who\'s Gurkhan?*tt0751572*Action, Adventure, Comedy
You Are There*tt0751573*Action, Adventure, Comedy
Big as Texas*tt0751574*Animation, Action, Adventure, Comedy, Family
Bird of Paradise*tt0751575*Animation, Action, Adventure
Dangerous Minds*tt0751576*Animation, Action, Adventure
Finding Omi*tt0751577*Animation, Action, Adventure
Judging Omi*tt0751578*Animation, Action, Adventure
Katnappe*tt0751579*Animation, Action, Adventure
Master Monk Guan*tt0751580*Animation, Action, Adventure
My Homey Omi*tt0751581*Animation, Action, Adventure
Oil in the Family*tt0751582*Animation, Action, Adventure
Omi Town*tt0751583*Animation, Action, Adventure
Pandatown*tt0751584*Animation, Action, Adventure
Royal Rumble*tt0751585*Animation, Action, Adventure, Comedy, Family
Saving Omi*tt0751586*Animation, Action, Adventure
Shen Yi Bu*tt0751587*Animation, Action, Adventure
Something Jermaine*tt0751588*Animation, Action, Adventure, Comedy, Family
Tangled Web*tt0751589*Animation, Action, Adventure
The Apprentice*tt0751590*Animation, Action, Adventure
The Evil Within*tt0751591*Animation, Action, Adventure
The Life and Times of Hannibal Roy Bean*tt0751592*Animation, Action, Adventure
The New Order*tt0751593*Animation, Action, Adventure
The Return of Pandabubba*tt0751594*Animation, Action, Adventure
The Shard of Lighting*tt0751595*Animation, Action, Adventure
The Year of the Green Monkey*tt0751596*Animation, Action, Adventure
Auditions 1*tt0751597*Music
Episode dated 6 November 2004*tt0751598*Music
Episode dated 13 November 2004*tt0751599*Music
Island Fever*tt0751600*Comedy
Xtreme Fakeover*tt0751601*Comedy
Episode dated 27 December 2000*tt0751602*Family
Especial Dia das Crian\xc3\xa7as*tt0751603*Family, Fantasy
Siga Aquela Estrela*tt0751604*Family, Fantasy
Debut*tt0751605*Family
XUXU*tt0751606*Family
Episode dated 15 June 2003*tt0751607*Talk-Show
El week-end de Andromaca*tt0751608*Comedy, Drama
P\xc3\xadldora nupcial*tt0751609*Comedy, Drama
onse*tt0751610*alse
onse*tt0751611*alse
Episode dated 4 May 2000*tt0751612*N/A
A Bullet for Bridget*tt0751613*Action, Western, Adventure
A Game of Chance*tt0751614*Action, Western, Adventure
A State of Crisis*tt0751615*Action, Western, Adventure
An Ace Called Spade*tt0751616*Action, Western, Adventure
Collector\'s Item*tt0751617*Action, Western, Adventure
Duel at the Oaks*tt0751618*Action, Western, Adventure
Fire on the Frontier*tt0751619*Action, Western, Adventure
Gallatin Street*tt0751620*Action, Western, Adventure
Gone But Not Forgotten*tt0751621*Action, Western, Adventure
Hell and High Water*tt0751622*Action, Western, Adventure
Longhair*tt0751623*Action, Western, Adventure
Marble Fingers*tt0751624*Action, Western, Adventure
Mayhem at the Market*tt0751625*Action, Western, Adventure
Nightmare on Bourbon Street*tt0751626*Action, Western, Adventure
Old Dixie*tt0751627*Action, Western, Adventure
Outlaw at Liberty*tt0751628*Action, Western, Adventure
Panic in Town*tt0751629*Action, Western, Adventure
Return to New Orleans*tt0751630*Action, Western, Adventure
The Belle from Boston*tt0751631*Action, Western, Adventure
The Fair Freebooter*tt0751632*Action, Western, Adventure
The Gun That Murdered Lincoln*tt0751633*Action, Western, Adventure
The Louisiana Dude*tt0751634*Action, Western, Adventure
The Night the Russians Landed*tt0751635*Action, Western, Adventure
The Quiet Firecracker*tt0751636*Action, Western, Adventure
The Saga of Lonesome Jackson*tt0751637*Action, Western, Adventure
The Wayward Warrior*tt0751638*Action, Western, Adventure
Three Knaves from New Haven*tt0751639*Action, Western, Adventure
Thunder on the River*tt0751640*Action, Western, Adventure
Ticket to Natchez*tt0751641*Action, Western, Adventure
Two Tickets to Promontory*tt0751642*Action, Western, Adventure
Two of a Kind*tt0751643*Action, Western, Adventure
V as in Voodoo*tt0751644*Action, Western, Adventure
Episode #1.9*tt0751645*Drama, Family
Episode #1.10*tt0751646*Drama, Family
Episode dated 14 February 2005*tt0751647*Comedy
Only the Strong Survive*tt0751648*N/A
Pilot*tt0751649*Comedy
Common Ground*tt0751650*Drama
The Enormous Changes at the Last Minute*tt0751651*Drama
What Do People Do All Day?*tt0751652*Drama
What Do You Think Love Is?*tt0751653*Drama
Episode dated 19 July 2001*tt0751654*Comedy, Drama, Family
Episode dated 26 July 2001*tt0751655*Comedy, Drama, Family
Episode dated 9 August 2001*tt0751656*Comedy, Drama, Family
Episode dated 22 October 2001*tt0751657*Comedy, Drama, Family
Episode dated 5 November 2001*tt0751658*Comedy, Drama, Family
Episode dated 12 November 2001*tt0751659*Comedy, Drama, Family
Episode dated 19 November 2001*tt0751660*Comedy, Drama, Family
Episode dated 26 November 2001*tt0751661*Comedy, Drama, Family
Episode dated 14 January 2002*tt0751662*Comedy, Drama, Family
Episode #1.10*tt0751663*Adventure, Thriller
Episode #1.11*tt0751664*Adventure, Thriller
Episode #1.2*tt0751665*Adventure, Thriller
Episode #1.3*tt0751666*Adventure, Thriller
Episode #1.4*tt0751667*Adventure, Thriller
Episode #1.5*tt0751668*Adventure, Thriller
Episode #1.6*tt0751669*Adventure, Thriller
Episode #1.7*tt0751670*Adventure, Thriller
Episode #1.8*tt0751671*Adventure, Thriller
Episode #1.9*tt0751672*Adventure, Thriller
A Question of Love*tt0751673*Drama
Beyond Vengeance*tt0751674*Drama
Breaking Trail*tt0751675*Drama
Chains of Fear*tt0751676*Drama
Deadline*tt0751677*Drama
Debt of Honor*tt0751678*Drama
Divide and Conquer*tt0751679*Drama
Divided We Fall*tt0751680*Drama
Hell Hath No Fury*tt0751681*Drama
Land of the Free*tt0751682*Drama
Moving Targets*tt0751683*Drama
Only the Proud*tt0751684*Drama
Running Free*tt0751685*Drama
Sacred Ground*tt0751686*Drama
Sins of the Father*tt0751687*Drama
Sport of Kings*tt0751688*Drama
The Far Side of Fear*tt0751689*Drama
The Yellow Rose*tt0751690*Drama
Trail\'s End*tt0751691*Drama
Villa\'s Gold*tt0751692*Drama
Walls of Fear*tt0751693*Drama
When Honor Dies*tt0751694*Drama
Angel Eyes*tt0751695*Action, Crime, Mystery
A Bunch of Ice Holes*tt0751696*Comedy
A Complicated Plot*tt0751697*Comedy
A List Before Dying*tt0751698*Comedy
A Little Breathing Room*tt0751699*Comedy
All I Want for Christmas Is My Dead Uncle\'s Cash*tt0751700*Comedy
Are We There Yet?*tt0751701*Comedy
Arm-prins*tt0751702*Comedy
Baby Fight Club*tt0751703*Comedy
Barbecue*tt0751704*Comedy
Big Brother-in-Law*tt0751705*Comedy
Big Jimmy Babysits*tt0751706*Comedy
Broken by the Mold*tt0751707*Comedy
Christine\'s Journey*tt0751708*Comedy
Couples Therapy*tt0751709*Comedy
Dances with Couch*tt0751710*Comedy
Dead Aunt, Dead Aunt...*tt0751711*Comedy
Doctor, Doctor*tt0751712*Comedy
Dominic\'s Buddy*tt0751713*Comedy
Dominic\'s First Date*tt0751714*Comedy
Father-in-Law*tt0751715*Comedy
Favorite Son*tt0751716*Comedy
Flirtin\' with Disaster*tt0751717*Comedy
Good Squirrel Hunting*tt0751718*Comedy
Greg Needs a Friend*tt0751719*Comedy
Greg and Jimmy\'s Criminals*tt0751720*Comedy
Greg\'s Big Day*tt0751721*Comedy
Greg\'s New Friend*tt0751722*Comedy
Greg\'s Promotion*tt0751723*Comedy
Greg: Don\'t Leave Home Without Him*tt0751724*Comedy
Guarding Greg*tt0751725*Comedy
Guess Who\'s Not Coming to Dinner*tt0751726*Comedy
Halloween*tt0751727*Comedy
Headshot*tt0751728*Comedy
High School Reuion*tt0751729*Comedy
Home Is Where the Heart Isn\'t*tt0751730*Comedy
Hooked on Comics*tt0751731*Comedy
House of Cards*tt0751732*Comedy
House of the Rising Son*tt0751733*Comedy
Hustlin\' Hughes*tt0751734*Comedy
I Wish That I Had Sammy\'s Girl*tt0751735*Comedy
Jimmy Gets a Job*tt0751736*Comedy
Jimmy Has Changed*tt0751737*Comedy
Jimmy Saves the Day*tt0751738*Comedy
Jimmy and Chuck*tt0751739*Comedy
Jimmy and the Amazing Technicolor Dream Boat*tt0751740*Comedy
Jimmy from the Block*tt0751741*Comedy
Jimmy\'s Dumb*tt0751742*Comedy
Jimmy\'s Got Balls*tt0751743*Comedy
Jimmy\'s Jimmy*tt0751744*Comedy
Johnny Ampleseed*tt0751745*Comedy
Kentucky Top Hat*tt0751746*Comedy
Kim Just Wants to Have Fun*tt0751747*Comedy
Kim and Gordon*tt0751748*Comedy
Kim\'s New Nanny*tt0751749*Comedy
Legoland*tt0751750*Comedy
Let\'s Get Jaggy with It*tt0751751*Comedy
Living with Mr. Savitsky*tt0751752*Comedy
Look Who\'s Not Talking*tt0751753*Comedy
Make Every Second Count*tt0751754*Comedy
Making Baby*tt0751755*Comedy
Mama Said Knock You Out*tt0751756*Comedy
March Madness*tt0751757*Comedy
Moon Over Kindergarten*tt0751758*Comedy
Mr. Big Shot*tt0751759*Comedy
Mr. Fix It*tt0751760*Comedy
Natural Born Delinquents*tt0751761*Comedy
Nitpicking*tt0751762*Comedy
No Room to Spare*tt0751763*Comedy
On Your Marks, Get Set, Mow*tt0751764*Comedy
One Fish, Two Fish, Dead Fish, Blue Fish*tt0751765*Comedy
Pilot*tt0751766*Comedy
Pimpin\' Ain\'t Easy*tt0751767*Comedy
Quitters Never Dance*tt0751768*Comedy
Room for Improvement*tt0751769*Comedy
Sammy\'s Independence Day*tt0751770*Comedy
Savitsky\'s Beach House*tt0751771*Comedy
Savitsky\'s Tennis Club*tt0751772*Comedy
Senior Olympics*tt0751773*Comedy
Shirley Cooks with Love*tt0751774*Comedy
Sorority Girl*tt0751775*Comedy
Space Jam*tt0751776*Comedy
Spare Parts*tt0751777*Comedy
Speed Dating*tt0751778*Comedy
Talk Time*tt0751779*Comedy
The Big Snip*tt0751780*Comedy
The Daddies Group*tt0751781*Comedy
The Day of the Dolphin*tt0751782*Comedy
The Good Couple*tt0751783*Comedy
The Good Dad*tt0751784*Comedy
The New Neighbors*tt0751785*Comedy
The Owner\'s Suite*tt0751786*Comedy
The Premiere*tt0751787*Comedy
The Radford Reshuffle*tt0751788*Comedy
The Ring*tt0751789*Comedy
The Ticket*tt0751790*Comedy
Tree Hugger*tt0751791*Comedy
Trophy Husband*tt0751792*Comedy
Vegas Vacation*tt0751793*Comedy
Walk Like a Man*tt0751794*Comedy
We\'re Having a Baby*tt0751795*Comedy
Weaning Isn\'t Everything*tt0751796*Comedy
When Jimmy Met Greggy*tt0751797*Comedy
Where There\'s a Will, There\'s a Waiver*tt0751798*Comedy
Who Done It?*tt0751799*Comedy
Who\'s on First*tt0751800*Comedy
Wife Swapping*tt0751801*Comedy
Won\'t Ask, Won\'t Tell*tt0751802*Comedy
Worst in Show*tt0751803*Comedy
You Wanna?*tt0751804*Comedy
You\'re Out... of Dreams*tt0751805*Comedy
A Question of Loyalty*tt0751806*Comedy
Big Brother*tt0751807*Comedy
Doing the Honours*tt0751808*Comedy
Equal Opportunities*tt0751809*Comedy
Jobs for the Boys*tt0751810*Comedy
Open Government*tt0751811*Comedy
Party Games*tt0751812*Comedy
The Bed of Nails*tt0751813*Comedy
The Challenge*tt0751814*Comedy
The Compassionate Society*tt0751815*Comedy
The Death List*tt0751816*Comedy
The Devil You Know*tt0751817*Comedy
The Economy Drive*tt0751818*Comedy
The Greasy Pole*tt0751819*Comedy
The Middle-Class Rip-Off*tt0751820*Comedy
The Moral Dimension*tt0751821*Comedy
The Official Visit*tt0751822*Comedy
The Quality of Life*tt0751823*Comedy
The Right to Know*tt0751824*Comedy
The Skeleton in the Cupboard*tt0751825*Comedy
The Whisky Priest*tt0751826*Comedy
The Writing on the Wall*tt0751827*Comedy
A Conflict of Interest*tt0751828*Comedy
A Diplomatic Incident*tt0751829*Comedy
The Patron of the Arts*tt0751830*Comedy
A Victory for Democracy*tt0751831*Comedy
Man Overboard*tt0751832*Comedy
Official Secrets*tt0751833*Comedy
One of Us*tt0751834*Comedy
Power to the People*tt0751835*Comedy
The Bishops Gambit*tt0751836*Comedy
The Grand Design*tt0751837*Comedy
The Key*tt0751838*Comedy
The Ministerial Broadcast*tt0751839*Comedy
The National Education Service*tt0751840*Comedy
The Smoke Screen*tt0751841*Comedy
The Tangled Web*tt0751842*Comedy
Episode #1.1*tt0751843*Comedy
Episode #1.2*tt0751844*Comedy
Episode dated 28 October 1977*tt0751845*Music
Episode dated 4 November 1977*tt0751846*Music
Episode dated 11 November 1977*tt0751847*Music
Episode dated 1 November 1991*tt0751848*Music
Pilot*tt0751849*Music
YO! MTV Raps - Live in Houston*tt0751850*Music
Episode dated 29 May 2002*tt0751851*Talk-Show
Episode dated 8 September 2002*tt0751852*Talk-Show
Episode dated 29 September 2002*tt0751853*Talk-Show
Episode dated 6 October 2002*tt0751854*Talk-Show
Episode dated 20 October 2002*tt0751855*Talk-Show
Episode dated 27 October 2002*tt0751856*Talk-Show
Episode dated 3 November 2002*tt0751857*Talk-Show
Episode dated 17 November 2002*tt0751858*Talk-Show
Episode dated 24 November 2002*tt0751859*Talk-Show
Episode dated 8 December 2002*tt0751860*Talk-Show
Episode dated 15 December 2002*tt0751861*Talk-Show
Episode dated 26 January 2003*tt0751862*Talk-Show
Episode dated 2 February 2003*tt0751863*Talk-Show
Episode dated 16 February 2003*tt0751864*Talk-Show
Episode dated 23 February 2003*tt0751865*Talk-Show
Episode dated 2 March 2003*tt0751866*Talk-Show
Episode dated 23 March 2003*tt0751867*Talk-Show
Episode dated 6 April 2003*tt0751868*Talk-Show
Episode dated 13 April 2003*tt0751869*Talk-Show
Episode dated 15 September 2003*tt0751870*Talk-Show
Episode dated 21 September 2003*tt0751871*Talk-Show
Episode dated 12 October 2003*tt0751872*Talk-Show
Episode dated 19 October 2003*tt0751873*Talk-Show
Episode dated 26 October 2003*tt0751874*Talk-Show
Episode dated 16 November 2003*tt0751875*Talk-Show
Episode dated 23 November 2003*tt0751876*Talk-Show
Episode dated 30 November 2003*tt0751877*Talk-Show
Episode dated 11 January 2004*tt0751878*Talk-Show
Episode dated 18 January 2004*tt0751879*Talk-Show
Episode dated 25 January 2004*tt0751880*Talk-Show
Episode dated 1 February 2004*tt0751881*Talk-Show
Episode dated 15 February 2004*tt0751882*Talk-Show
Episode dated 22 February 2004*tt0751883*Talk-Show
Episode dated 29 February 2004*tt0751884*Talk-Show
All You Need Is Love*tt0751885*Comedy
Marry Me a Little*tt0751886*Comedy
Attempt to Assassinate Theodore Roosevelt (October 14, 1912)*tt0751887*Drama, History
Benedict Arnold\'s Plot Against West Point (September 23, 1780)*tt0751888*Drama, History
Benjamin Franklin\'s Kite Experiment (June 15, 1752)*tt0751889*Drama, History
Boston Tea Party*tt0751890*Drama, History
Burgoyne\'s Surrender at Saratoga (October 17, 1777)*tt0751891*Drama, History
D-Day (June 6, 1944)*tt0751892*Drama, History
Daniel Webster\'s Sacrifice to Save the Union (March 7, 1850)*tt0751893*Drama, History
Decatur\'s Raid at Tripoli (February 16, 1804)*tt0751894*Drama, History
Dewey\'s Victory at Manila (May 1, 1898)*tt0751895*Drama, History
Dr. Pinel Unchains the Insane (May 24, 1793)*tt0751896*Drama, History
Eli Whitney Invents the Cotton Gin (May 27, 1793)*tt0751897*Drama, History
Grant and Lee at Appomattox (April 8, 1865) (II) (restaged)*tt0751898*Drama, History
Grant and Lee at Appomattox (April 9, 1865)*tt0751899*Drama, History
The Great Diamond Fraud (November, 1872)*tt0751900*Drama, History
The Hatfield-McCoy Feud (January 1, 1888)*tt0751901*Drama, History
Hitler Invades Poland (September 1, 1939)*tt0751902*Drama, History
Lord Nelson at Trafalgar (October 21, 1805)*tt0751903*Drama, History
Lou Gehrig\'s Greatest Day (July 4, 1939)*tt0751904*Drama, History
Mr. Christian Seizes the Bounty (April 28, 1789)*tt0751905*Drama, History
Napoleon\'s Return from Elba (March 7, 1815)*tt0751906*Drama, History
P.T. Barnum Presents Jenny Lind*tt0751907*Drama, History
Paul Revere\'s Ride (April 18. 1775)*tt0751908*Drama, History
Pierre and Marie Curie Discover Radium (January 12, 1902)*tt0751909*Drama, History
Spindletop - The First Great Texas Oil Strike*tt0751910*Drama, History
The \'Treason\' of Aaron Burr (1807)*tt0751911*Drama, History
The Assassination of Julius Caesar*tt0751912*Drama, History
The Assassination of Julius Caesar*tt0751913*Drama, History
The Bank Holiday Crisis of March 6, 1933*tt0751914*Drama, History
The Birth of Modern Boxing: The John L. Sullivan-James J. Corbett Battle (September 7, 1892)*tt0751915*Drama, History
The Boston Massacre (March 5, 1770)*tt0751916*Drama, History
The Boston Tea Party (December 12, 1773)*tt0751917*Drama, History
The Capture of Jesse James*tt0751918*Drama, History
The Capture of John Wilkes Booth (April 26, 1865)*tt0751919*Drama, History
The Chicago Fire (October 8-9, 1871)*tt0751920*Drama, History
The Completion of the First Transcontinental Railroad (May 10, 1869)*tt0751921*Drama, History
The Conspiracy of Catherine the Great (1762)*tt0751922*Drama, History
The Court Martial of Mata Hari (July 24, 1917)*tt0751923*Drama, History
The Crisis of Anne Boleyn*tt0751924*Drama, History
The Death of Cleopatra (30 B.C.)*tt0751925*Drama, History
The Death of Socrates (399 B.C.)*tt0751926*Drama, History
The Death of Stonewall Jackson (May 10, 1863)*tt0751927*Drama, History
The Emancipation Proclamation*tt0751928*Drama, History
The Emergence of Jazz (November 20, 1917)*tt0751929*Drama, History
The End of the Dalton Gang (October 5, 1892)*tt0751930*Drama, History
The Execution of Mary, Queen of Scots (February 8, 1587)*tt0751931*Drama, History
The Fall of Fort Sumter (April 12, 1861)*tt0751932*Drama, History
The Fall of Parnell (December 6, 1890)*tt0751933*Drama, History
The Fate of Nathan Hale (September 22, 1776)*tt0751934*Drama, History
The Final Hours of Joan of Arc (May 30, 1431)*tt0751935*Drama, History
The Final Performance of Sarah Bernhardt (November 30, 1922)*tt0751936*Drama, History
The First Command Performance of Romeo and Juliet (1597)*tt0751937*Drama, History
The First Flight of the Wright Brothers (December 17, 1903)*tt0751938*Drama, History
The First Major Use of Penicillin (April 1, 1943)*tt0751939*Drama, History
The First Moscow Purge Trials (August 24, 1936)*tt0751940*Drama, History
The Great Comstock Silver Strike (October 29, 1873)*tt0751941*Drama, History
The Gunfight at the O.K. Corral*tt0751942*Drama, History
The Hanging of Captain Kidd (May 23, 1701)*tt0751943*Drama, History
The Heroism of Clara Barton*tt0751944*Drama, History
The Hoax of Cardiff Giant (February 2, 1870)*tt0751945*Drama, History
The Last Day of an English Queen (Lady Jane Grey, executed February 12, 1554)*tt0751946*Drama, History
The Liberation of Paris (August 25, 1944)*tt0751947*Drama, History
The Lost Battalion of World War I (May 31-June 1, 1918)*tt0751948*Drama, History
The Oklahoma Land Rush (April 22, 1889)*tt0751949*Drama, History
The Overthrow of the Tweed Ring*tt0751950*Drama, History
The Plot Against King Solomon*tt0751951*Drama, History
The Recovery of the Mona Lisa (December 10, 1913)*tt0751952*Drama, History
The Rescue of the American Prisoners from Santo Tomas (February 3, 1945)*tt0751953*Drama, History
The Resolve of Patrick Henry*tt0751954*Drama, History
The Return of Halley\'s Comet (May 10, 1910)*tt0751955*Drama, History
The Rise of Adolph Hitler (September 9, 1936)*tt0751956*Drama, History
The Rise of Adolph Hitler (September 9, 1938)*tt0751957*Drama, History
The Rise of Genghis Khan (1203)*tt0751958*Drama, History
The Sacrifice of Mahatma Gandhi*tt0751959*Drama, History
The Scuttling of the Graf Spee (December 17, 1939)*tt0751960*Drama, History
The Secret Message That Plunged America Into World War I (March 1, 1917)*tt0751961*Drama, History
The Signing of the Declaration of Independence (July 4, 1776)*tt0751962*Drama, History
The Sinking of the Titanic (April 14-15, 1912)*tt0751963*Drama, History
The Surrender of Corregidor*tt0751964*Drama, History
The Torment of Beethoven*tt0751965*Drama, History
The Tragedy of John Milton (August 13, 1660)*tt0751966*Drama, History
The Tragic Hour of Dr. Semmelweis (1852)*tt0751967*Drama, History
The Trial of Susan B. Anthony (June 18, 1873)*tt0751968*Drama, History
The Triumph of Alexander the Great (324 B.C.)*tt0751969*Drama, History
The Triumph of Louis Braille (May 25, 1847)*tt0751970*Drama, History
The Witch Trial at Salem, Massachusetts (August 1692)*tt0751971*Drama, History
V-J Day (September 2, 1945)*tt0751972*Drama, History
Washington Crosses the Delaware (December 25, 1776)*tt0751973*Drama, History
